Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.011607646942138672
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.37191176414489746
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.380739688873291
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.39081478118896484
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.40086960792541504
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.410768985748291
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.4206860065460205
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.43084049224853516
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.4408271312713623
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.45084118843078613
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.4622476100921631
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.47063374519348145
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.481579065322876
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.49094200134277344
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.5016417503356934
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.5111494064331055
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.5209693908691406
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.5310254096984863
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.5424036979675293
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.5507760047912598
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.5609426498413086
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.5709142684936523
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.5817632675170898
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.5908870697021484
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.601576566696167
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.6197538375854492
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.6310975551605225
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.6407256126403809
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.6518511772155762
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.6634986400604248
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.6709659099578857
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.6823787689208984
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.6908247470855713
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.7018847465515137
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.710900068283081
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.7207314968109131
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.7307772636413574
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.7410097122192383
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.7509119510650635
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.7617917060852051
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.7711122035980225
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.7808339595794678
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.7911553382873535
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.8020718097686768
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.8123335838317871
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.830258846282959
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.837059497833252
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.8419227600097656
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.8509678840637207
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.8616008758544922
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.870753288269043
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.8806495666503906
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.8912403583526611
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.9012820720672607
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.9106020927429199
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.9210488796234131
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.9309995174407959
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.9407832622528076
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.9506065845489502
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.962855339050293
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.9707400798797607
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.9808881282806396
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 0.9918107986450195
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.001932144165039
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.0114362239837646
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.022310495376587
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.0365190505981445
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.0407710075378418
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.0508196353912354
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.061065912246704
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.0710766315460205
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.082052230834961
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.092515468597412
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.1008636951446533
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.1110663414001465
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.1220722198486328
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.1308138370513916
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.143686294555664
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.1537494659423828
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.1694166660308838
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.1739559173583984
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.1825485229492188
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.1914162635803223
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.2016761302947998
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.2113022804260254
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.2211241722106934
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.2307848930358887
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.241750717163086
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.2561099529266357
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.2666606903076172
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.2750601768493652
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.286430835723877
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.2955522537231445
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.3056628704071045
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.3699166774749756
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.3810348510742188
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.3910024166107178
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.4019749164581299
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.4142773151397705
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.424455165863037
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.4328231811523438
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.4421532154083252
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.4506916999816895
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.4607112407684326
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.4706652164459229
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.4806721210479736
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.4909346103668213
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.5005748271942139
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.5107688903808594
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.5206489562988281
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.532566785812378
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.544025182723999
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.5559639930725098
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.568809986114502
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.5722286701202393
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.5810027122497559
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.590968132019043
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.6008234024047852
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.6107115745544434
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.6207151412963867
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.6306707859039307
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.6415939331054688
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.6506593227386475
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.6607027053833008
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.6706647872924805
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.6808500289916992
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.690760850906372
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.7009954452514648
Euler Angles: [0, 0, 0]Gyro: [0, 0, 0]Linear Accel [0, 0, 0]L Motor: 0R Motor: 0U Motor: 0D Motor: 0time: 1.7107219696044922
